front,back,tags,source
In react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: The mental loop?,"`` 1. React calls your function (render). 2. Your function returns JSX. 3. React updates the DOM to match the JSX. 4. User does something (clicks, types). 5. Event handler fires; calls setSomething(...). 6. React queues a re-render. 7. Go to 1. ``",concept,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
"In react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: Rule 1: Call hooks at the top level. Never inside loops, conditions, or nested functions?","```tsx // BROKEN function Foo({ show }) { if (show) { const [x, setX] = useState(0); // ❌ conditional hook } }",concept,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
In react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: Rule 2: Call hooks only from React function components or other hooks?,You can call useState inside a function component (function Foo()) or inside a custom hook (function useFoo()). Not inside a regular utility function. The reason is the same — React's per-component tracker only runs during component rendering.,concept,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
In react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md: Hooks are detectable by name?,"The convention: hooks start with use. useState, useEffect, useMemo, useReducer, useRef, useContext, etc. Custom hooks must also start with use — that's how the linter knows to enforce the rules on them.",concept,react-snooker/chapter-04-state-and-hooks/01-useState-mental-model.md
Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: 'Goal: build the real <SnookerFantasyLeague> orchestrator — h...',"Goal: build the real <SnookerFantasyLeague> orchestrator — hero header, sticky tab bar, five tab buttons, conditional tab rendering, and the state that ties them together. By the end of this lesson, the app feels like an app.",soundbite,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
"Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: 'Senior interview answer:* ""Context is great for theme/auth/l...'","Senior interview answer:* ""Context is great for theme/auth/locale. For application data, I default to prop drilling because it's explicit and Cmd+F-able. If drilling becomes painful, I'd reach for Zustand or Jotai before Context.",soundbite,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Line 1: 'use client'?,"Required because we use useState. Without it, Next.js would try to render this as a server component and crash on the first useState call.",concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Lines 3–13: imports?,"Standard imports. Five tab components, five icons, the data and helpers. Order matters slightly: third-party (react, lucide-react), then internal ( then local (./tabs/...). Keeping that order makes the imports readable at a glance.",concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Lines 15: a string-union type for tab IDs?,``tsx type TabId = 'standings' | 'matches' | 'predictions' | 'players' | 'analytics'; ``,concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Lines 18–19: the two state cells?,"``tsx const [activeTab, setActiveTab] = useState<TabId>('standings'); const [selectedTeam, setSelectedTeam] = useState<TeamWithScores | null>(null); ``",concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Lines 21–24: the memoized derived data?,"``tsx const teamsWithScores = useMemo<TeamWithScores[]>(() => { return TEAMS.map(t => ({ ...t, scores: calculateTeamScores(t) })) .sort((a, b) => b.scores.total - a.scores.total); }, []); ``",concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: Lines 26–32: the tabs configuration?,"``tsx const tabs: { id: TabId; label: string; icon: typeof Trophy }[] = [ { id: 'standings', label: 'Standings', icon: Trophy }, { id: 'matches', label: 'Matches', icon: Calendar }, // ... ]; ``",concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
In react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md: The && short-circuit?,``tsx {activeTab === 'standings' && <StandingsTab ... />} ``,concept,react-snooker/chapter-04-state-and-hooks/02-the-orchestrator-pattern.md
Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: 'Goal: understand useMemo deeply enough that you know not jus...',"Goal: understand useMemo deeply enough that you know not just how to use it, but when not to. By the end of this lesson, you can defend every memoization decision in this codebase.",soundbite,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
"Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: 'Interview tip:* ""useState vs useReducer?"" Answer: ""useState ...'","Interview tip:* ""useState vs useReducer?"" Answer: ""useState for independent values. useReducer when state transitions become complex enough that an explicit action type makes the code clearer. They're both stored as state — useReducer is just a different ergonomic interface.",soundbite,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: 1. The computation is cheap?,"```tsx // ❌ Pointless — addition is faster than the memoization machinery const total = useMemo(() => count + 1, [count]);",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: 2. The result isn't being passed to a child or used in another hook's deps?,"```tsx // ❌ Pointless — totalGames is only used in this render function Component() { const games = useState(...)[0]; const totalGames = useMemo(() => games.length, [games]); // why? return <div>{totalGames}</div>; }",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: 3. The dependencies change every render anyway?,"```tsx // ❌ The dep array contains a new object every render — useMemo never hits its cache const config = useMemo(() => ({ apiKey, timeout: 5000 }), [{ apiKey, timeout: 5000 }]);",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: The senior rule?,"Memoize when the result is referentially unstable AND that instability causes waste downstream. In other words: when the result is passed to a child component, used in another hook's deps, or put in Context. Otherwise leave it alone.",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: Missing a dependency?,"``tsx // BUG — depends on prefix but doesn't list it const greeting = useMemo(() => ${prefix} ${name}, [name]); ``",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: Including a dependency that breaks memoization?,"``tsx // BUG — config is recreated every render, so this never hits the cache function Component({ config }) { const result = useMemo(() => expensiveCalc(config), [config]); } ``",concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
In react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md: The right way?,The eslint rule is your safety net. Fix what it tells you. Trust ESLint over your gut for hooks-related rules — they encode subtle React behavior that's easy to miss.,concept,react-snooker/chapter-04-state-and-hooks/03-useMemo-and-derived-data.md
Complete / recall the soundbite from react-snooker/chapter-04-state-and-hooks/README.md: 'State is what makes a static page interactive. This chapter ...',"State is what makes a static page interactive. This chapter introduces useState, useMemo, the orchestrator pattern, and the most-asked React interview concept of all: lifting state up.",soundbite,react-snooker/chapter-04-state-and-hooks/README.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/01-when-to-split-components.md: 'Goal: develop the senior judgement of when JSX deserves its ...',Goal: develop the senior judgement of when JSX deserves its own component file. Two extremes are wrong; the middle is craft.,soundbite,react-snooker/chapter-05-composition/01-when-to-split-components.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/01-when-to-split-components.md: 'Rule of three. Some authors say: extract on the third use. T...',"Rule of three. Some authors say: extract on the third use. The first time you write something, write it. The second time, copy-paste and feel a small pang of guilt. The third time, extract. By then you understand the abstraction well enough to design it right.",soundbite,react-snooker/chapter-05-composition/01-when-to-split-components.md
In react-snooker/chapter-05-composition/01-when-to-split-components.md: Test 1: The copy-paste test?,"If you're about to copy a chunk of JSX with minor variations, extract first.",concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
"In react-snooker/chapter-05-composition/01-when-to-split-components.md: Test 2: The ""what vs how"" test?","If a chunk of JSX is conceptually about one specific thing and the rest of the component is about something else, the chunk should be its own component.",concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
In react-snooker/chapter-05-composition/01-when-to-split-components.md: Test 3: The reusability test?,"If a chunk of JSX will be used in 2+ places (now or soon), it deserves its own component.",concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
In react-snooker/chapter-05-composition/01-when-to-split-components.md: Signal 1: The component takes too many props?,``tsx // Smell — 8 props is too many <TeamRow rank={i + 1} name={team.name} icon={team.icon} total={team.scores.total} r1={team.scores.r1} r2={team.scores.r2} finalPick={team.final} isLeader={i === 0} /> ``,concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
In react-snooker/chapter-05-composition/01-when-to-split-components.md: Signal 2: The component has logic that depends on its parent's context?,"``tsx function TeamRow({ team, parentTabState, parentSelectedTeam, parentSetters }) { // ... } ``",concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
In react-snooker/chapter-05-composition/01-when-to-split-components.md: Signal 3: Extraction makes the parent harder to read?,``tsx <TeamSection> <TeamSectionHeader> <TeamSectionHeaderTitle>{title}</TeamSectionHeaderTitle> </TeamSectionHeader> <TeamSectionBody>...</TeamSectionBody> </TeamSection> ``,concept,react-snooker/chapter-05-composition/01-when-to-split-components.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: 'Goal: stop being scared of prop drilling. By the end of this...',"Goal: stop being scared of prop drilling. By the end of this lesson you can defend prop drilling in interviews, recognize when Context is genuinely the right tool, and know why most internet advice on this topic is overcooked.",soundbite,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: 'Imagine you're inserting a new component between an ancestor...',Imagine you're inserting a new component between an ancestor and a descendant. Do you have to add a prop to your new component just to thread something through that it doesn't use?,soundbite,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: 'My app's teams array is being prop-drilled three levels deep...',My app's teams array is being prop-drilled three levels deep: orchestrator → tab → detail → match-analysis. A teammate suggests using Context to avoid drilling. Should I? Lay out the trade-offs honestly. Default to NOT using Context unless drilling is causing real pain.,soundbite,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: 1. Theme?,``tsx const ThemeContext = createContext<'light' | 'dark'>('light'); ``,concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: 2. Authenticated user?,``tsx const UserContext = createContext<User | null>(null); ``,concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: What these have in common?,- Used by many components scattered across the tree. - The data is stable (it doesn't change every interaction). - The consumers are disparate — they don't share a parent above the orchestrator.,concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: Redux?,"The classic. Boilerplate-heavy. Modern Redux Toolkit (RTK) makes it bearable, but for new projects in 2026, you reach for it only when you genuinely need:",concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: Default value null + assertion in the hook?,```tsx const ThemeContext = createContext<ThemeContextValue | null>(null);,concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
In react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md: Style helper functions?,``ts // lib/constants.ts export function tabStyle(active: boolean): React.CSSProperties { ... } ``,concept,react-snooker/chapter-05-composition/02-prop-drilling-vs-context.md
"Complete / recall the soundbite from react-snooker/chapter-05-composition/03-building-player-detail.md: 'Goal: study a real, deeply nested feature view — the Players...'","Goal: study a real, deeply nested feature view — the Players tab and its <PlayerDetail> drill-down — to see composition, prop drilling, conditional rendering, and back-and-forth navigation in action.",soundbite,react-snooker/chapter-05-composition/03-building-player-detail.md
In react-snooker/chapter-05-composition/03-building-player-detail.md: Local state for the detail view?,"``tsx const [selectedPlayer, setSelectedPlayer] = useState<string | null>(null); ``",concept,react-snooker/chapter-05-composition/03-building-player-detail.md
"In react-snooker/chapter-05-composition/03-building-player-detail.md: Selected by name, not by object?",``tsx useState<string | null>(null); // ... onSelectPlayer={setSelectedPlayer} // passes a string (player name) ``,concept,react-snooker/chapter-05-composition/03-building-player-detail.md
In react-snooker/chapter-05-composition/03-building-player-detail.md: The conditional return?,``tsx if (selectedPlayer) { return <PlayerDetail ... />; } return <div>{/ grid /}</div>; ``,concept,react-snooker/chapter-05-composition/03-building-player-detail.md
"In react-snooker/chapter-05-composition/03-building-player-detail.md: A button, not a div?",The card is a <button>. Why? Accessibility. Screen readers announce buttons differently from divs; keyboard users can Tab to a button and Enter on it. A <div onClick> traps both.,concept,react-snooker/chapter-05-composition/03-building-player-detail.md
In react-snooker/chapter-05-composition/03-building-player-detail.md: Hover effects via inline onMouseOver / onMouseOut?,``tsx onMouseOver={(e) => { e.currentTarget.style.transform = 'translateY(-3px)'; }} onMouseOut={(e) => { e.currentTarget.style.transform = 'none'; }} ``,concept,react-snooker/chapter-05-composition/03-building-player-detail.md
In react-snooker/chapter-05-composition/03-building-player-detail.md: Why doesn't this need useMemo??,"You might think ""this component is computing a lot — should it be memoized?""",concept,react-snooker/chapter-05-composition/03-building-player-detail.md
In react-snooker/chapter-05-composition/03-building-player-detail.md: The pickAnalyses.map is the most important transform?,This is the data shape the inner component (<MatchPickAnalysis>) needs:,concept,react-snooker/chapter-05-composition/03-building-player-detail.md
Complete / recall the soundbite from react-snooker/chapter-05-composition/README.md: 'A 200-line component is a smell. So is splitting too early. ...',"A 200-line component is a smell. So is splitting too early. This chapter teaches you the senior judgement of when to extract a component, when to leave one alone, and how to build deeply nested feature views without losing the plot.",soundbite,react-snooker/chapter-05-composition/README.md
Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: 'Goal: understand the mental model behind Recharts so the act...',"Goal: understand the mental model behind Recharts so the actual API feels predictable. By the end of this lesson, you can read any Recharts code in the wild and describe what it draws without running it.",soundbite,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
In react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: <CartesianGrid> — the dotted/dashed grid?,"Draws faint lines across the chart for visual reference. The strokeDasharray=""3 3"" says ""3px line, 3px gap"" — i.e. dotted/dashed.",concept,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
In react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: <XAxis> — the X-axis?,"The dataKey=""team"" is the categorical key — Recharts looks at each row's team field to label the axis. If you forget dataKey, Recharts uses array indices (0, 1, 2, ...), which is rarely what you want.",concept,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
In react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: <YAxis> — the Y-axis?,"Recharts auto-computes the domain (min/max) from your data. If you want to force it: domain={[0, 100]}. Useful for percentages where 100 is the natural max.",concept,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
In react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: <Tooltip> — the hover tooltip?,"When the user hovers a bar, this floating box shows the values. Customizable via <Tooltip contentStyle={{...}}> or, for full control, a custom content={MyCustomTooltip} render prop.",concept,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
In react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md: <Legend> — the color key below?,"Shows which color = which series. Generated automatically from <Bar name=""Round 1""> props.",concept,react-snooker/chapter-06-data-visualization/01-recharts-fundamentals.md
Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/02-reshaping-data.md: 'Goal: master the three transforms that produce 90% of the ch...',"Goal: master the three transforms that produce 90% of the charts you'll ever build — .map(), .filter(), .reduce() — applied to real data. Plus per-bar color overrides with <Cell>.",soundbite,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: Abbreviating long team names?,"``ts team: t.name.length > 12 ? t.name.split(' ').map(w => w[0]).join('') : t.name, ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: The numeric fields are the bar heights?,"``ts R1: t.scores.r1, R2: t.scores.r2, QF: t.scores.qf, SF: t.scores.sf, Final: t.scores.f, ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: The chart that consumes it?,"``tsx <BarChart data={r1Data}> <Bar dataKey=""R1"" stackId=""a"" fill=""#0F5132"" name=""Round 1"" /> <Bar dataKey=""R2"" stackId=""a"" fill=""#DC2626"" name=""Round 2"" /> <Bar dataKey=""QF"" stackId=""a"" fill=""#FBBF24"" name=""Quarter-Finals"" /> <Bar dataKey=""SF"" stackId=""a"" fill=""#7C3AED"" name=""Semi-Finals"" /> <Bar dataKey=""Final"" stackId=""a"" fill=""#9F1239"" name=""Final"" radius={[4, 4, 0, 0]} /> </BarChart> ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: .filter() to count hits?,``ts const r1Hits = t.scores.r1Details.filter(d => d.correct).length; ``,concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: The horizontal-bar chart that consumes it?,"``tsx <BarChart data={accuracyData} layout=""vertical""> <XAxis type=""number"" domain={[0, 100]} unit=""%"" /> <YAxis dataKey=""team"" type=""category"" /> <Bar dataKey=""R1"" fill=""#16A34A"" /> <Bar dataKey=""R2"" fill=""#F59E0B"" /> <Bar dataKey=""QF"" fill=""#0EA5E9"" /> <Bar dataKey=""SF"" fill=""#7C3AED"" /> <Bar dataKey=""F"" fill=""#9F1239"" /> </BarChart> ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: Counting with .forEach() and a dictionary?,"``ts const finalPickCount: Record<string, number> = {}; teams.forEach(t => { if (t.final) finalPickCount[t.final] = (finalPickCount[t.final] || 0) + 1; }); ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: What a <Cell> does?,"A <Cell> overrides the <Bar>'s default fill for one specific row. The map produces one <Cell> per data row, in order. Recharts uses cell N for the N-th bar.",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: Why this exists?,"Without <Cell>, every bar in a <Bar> gets the same fill. You'd have to render multiple <Bar>s with different dataKeys to get different colors — but that's a different chart structurally.",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
In react-snooker/chapter-06-data-visualization/02-reshaping-data.md: The label prop on <Bar>?,"``tsx label={{ position: 'top', fontSize: 16, fontWeight: 800, fill: '#1F2937' }} ``",concept,react-snooker/chapter-06-data-visualization/02-reshaping-data.md
Can you: What does pivot mean? Give an example,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
Why is useState for the active tab kept inside the chart and not in the orchestrator?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
What is a string literal union type? Why use it for pickKey?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
What's the difference between derived data and state? Where does each belong?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Why are correct, wrong, p1Backers, p2Backers optional fields on AgreementDatum?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
What would change if you used a discriminated union instead?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
Why use conditional <Bar> rendering instead of one <Bar> whose dataKey is computed?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
Why is the chart's height computed from round.data.length?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
What's the rule for when to lift state up?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
Why don't we put buildAgreementData in lib/?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 'Some state belongs to a single component. This lesson is abo...',Some state belongs to a single component. This lesson is about a chart that owns its own UI state — and about pivoting data so the match (not the team) becomes the unit of analysis.,soundbite,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 'Interview answer: ""I'd use a discriminated union if the cons...'","Interview answer: ""I'd use a discriminated union if the consumer of the type does a lot of branching on finished. I went with optional fields here because the chart is the only consumer, and the branching happens once.""",soundbite,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 'Lifting state up is a real React principle, but the rule is:...'","Lifting state up is a real React principle, but the rule is: lift state only when something else needs it. Nothing outside this chart cares which tab is open. So it stays here.",soundbite,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 'Interview answer: ""I extract to lib/ when (a) the function i...'","Interview answer: ""I extract to lib/ when (a) the function is pure and (b) more than one component needs it. This one fails (b) for now, so I keep it local.""",soundbite,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 'Interview answer: ""I use .filter().length when readability b...'","Interview answer: ""I use .filter().length when readability beats one extra pass over the array. For arrays of millions of elements, .reduce() is faster because it avoids the intermediate array. For 8 teams? It doesn't matter.""",soundbite,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: Why these types??,"- AgreementDatum describes one bar on the chart. - AgreementRound describes one tab — Round 1, Round 2, etc. — bundling the round's name, subtitle, and the array of bars.",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: Why export interface??,"So that other files can import AgreementDatum and use it as the return type of helper functions. Concretely, AnalyticsTab.tsx will do:",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: Why a simple button row instead of a <select> or radio??,"Because we have a small, fixed set of options (5 rounds) and we want each option to be a prominent target. Buttons in a row are touch-friendly, glanceable, and don't hide options behind a click.",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: Why one onClick={() => setActive(r.id)} per button??,Each button needs its own handler that knows its id. The arrow function creates a closure that captures r.id. This is standard React.,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 8.2. What is pickKey doing??,"pickKey is a string parameter that tells the function which array on the team to read: t.r1, t.r2, t.qf, t.sf, or — special-cased — t.final.",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 8.3. Why the special case for 'final'??,"Because the team type has t.final: string (a single player name), not t.final: string[] (an array of picks). So:",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 8.4. The label trick?,``ts const matchLabel = ${m.p1.split(' ').slice(-1)[0]} v ${m.p2.split(' ').slice(-1)[0]}; ``,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 8.5. The vote count?,``ts const correct = teams.filter((t) => / pick equals winner /).length; ``,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 8.6. The implicit invariant?,We have 8 fantasy teams. Every team picks for every match. So correct + wrong = 8. Always.,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: When to keep state local?,- Only this component reads it. - Only this component writes it. - The state doesn't need to survive remounting. - The state doesn't need to be shared with the URL or persistence.,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: When to lift state up?,"- A sibling component needs to read it. - A parent component needs to react to it. - The state should persist (e.g., URL param, localStorage). - Two pieces of state must stay in sync.",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: The diff is roughly:?,| Concern | Local state | Lifted state | | ------- | ----------- | ------------ | | Component count needing it | 1 | 2+ | | Persistence required | No | Sometimes | | URL reflects it | No | Sometimes | | Resets on remount | OK | Often not OK | | Test isolation | Easier | Harder |,concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"In react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md: 11.3. Lifting active into the orchestrator ""just in case""?","A team I worked with did this once. Every chart's ""active tab"" lived in a top-level reducer. Why? ""In case we want to share active tabs across charts.""",concept,react-snooker/chapter-06-data-visualization/03-pivots-and-internal-state.md
"Complete / recall the soundbite from react-snooker/chapter-06-data-visualization/README.md: 'Charts in React are about data shape, not chart libraries. T...'","Charts in React are about data shape, not chart libraries. This chapter teaches you Recharts — but more importantly, it teaches you the transform-then-render pattern that applies to every charting library you'll ever touch.",soundbite,react-snooker/chapter-06-data-visualization/README.md
"Why does a tab bar need role=""tablist"" and role=""tab"" and role=""tabpanel""?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-07-mastery-and-interviews/01-production-polish.md
"What's the difference between aria-live=""polite"" and aria-live=""assertive""?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-07-mastery-and-interviews/01-production-polish.md
Why is an error boundary still a class component in 2024?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-07-mastery-and-interviews/01-production-polish.md
What does getDerivedStateFromError do that componentDidCatch doesn't?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-07-mastery-and-interviews/01-production-polish.md
Why doesn't an error boundary catch errors thrown in event handlers?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,react-snooker/chapter-07-mastery-and-interviews/01-production-polish.md
