front,back,tags,source
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,It demonstrates Pillar 2 (context) without sounding self-important. The implicit message: I am valuable because I have been here long enough to have caught this.,concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Look for any place in your team's history where a library was swapped, a pattern was deprecated, a custom utility replaced an industry standard, or ""we do not do it that way anymore"" is true. Every team has these. Mine yours for the story.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,"The AI suggested a quick, denormalized data shape that would have been fine at small scale and painful at larger scale. You picked the slower-now / better-later option.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 30-second delivery?,"> ""The AI suggested storing user picks as comma-separated strings — one column, simple to read, simple to write. It worked for the eight teams in our beta. We had a planned scale to roughly 800 teams in Q2. At that scale we would have been parsing strings on every read, and adding a 'remove pick X' feature would have been a regex nightmare. I went with a normalized join table. Slower to type, faster to live with. The AI optimized for the demo. I optimized for the next two years.""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"Pillar 4 (long-horizon judgment) is one of the harder ones to make concrete. This story does it. The phrase ""AI optimized for the demo, I optimized for the next two years"" is a quotable line interviewers will remember.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Look for any decision where you traded short-term ease for long-term maintainability. Pagination instead of ""load all"", a normalized DB instead of denormalized JSON, a state library instead of a useState blob. Any of these work.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,A PM asked for a feature by Friday. You discovered the real constraint was a Tuesday customer demo. You shipped a smaller scope on Monday — useful for the demo — and finished the rest at a sane pace.,concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 30-second delivery?,"> ""PM said: 'I need this feature by Friday.' I asked why Friday — turns out there was a customer demo on Tuesday and Friday was just a buffer. The actual ask was: have something demo-able on Monday. We scoped a much smaller version that hit the demo's narrative, shipped Monday, and built the rest at a normal pace through the next sprint. The AI cannot ask 'why Friday?' because it is not in the conversation. The five-minute clarifying question saved a weekend and made the demo tighter.""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"This is the most repeatable Pillar 5 story (cross-team translation). It also makes you sound like a senior who manages stakeholders, not just a coder.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Look for any case where you reframed a request after a clarifying conversation. The reframing did not have to be dramatic — even ""let me make sure I understand the goal"" counts. The story lands as long as the clarifying question changed the plan.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,"You shipped a change. It introduced a bug with real customer impact. You owned the response — wrote the postmortem, the customer email, the audit-trail update. The story is not the bug; it is the ownership.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 30-second delivery?,"> ""I shipped a payments change last quarter. It mishandled a partial-charge edge case and caused four hours of confused customers. The remediation involved a written explanation to compliance, a refund script, and personal apology emails to the affected accounts. There is no version of that incident response where 'the AI did it' is an acceptable sentence. I owned the change because I was the one who hit merge. That ownership — not the typing — is what I am hired for.""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"This is the strongest Pillar 7 (accountability) story. It works in any framing because every interviewer respects engineers who own their incidents. Critically, it lets you talk about a bug without sounding like you ship bugs — because the focus is on the response, not the failure.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Find an incident from your real history. Tell the version where you owned it well. If you have only ever shipped flawless code, find a friend's incident and tell theirs (with credit) — but ideally find your own. Postmortems are gold for interviews.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,"A caching decision had three valid options. The AI listed them. The decision required knowledge AI did not have. You made the call, owned it, and adjusted when reality bit back.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 30-second delivery?,"> ""We had to choose where to cache: CDN edge, application server, or browser. AI laid out the three trade-offs cleanly. The decision needed three pieces of context the AI did not have: our CDN bill was already over budget, our app servers had spare CPU but tight memory, and 30 percent of our users had unstable connections. We chose application-server caching. It later created a memory pressure issue, and the fix was a TTL change. I owned the decision and the fix. The AI listed; I chose.""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"Pillar 3 (trade-off ownership) is abstract until you tell a story like this. The list of three context items — budget, memory, network reliability — is the punchline. None of those facts come from a prompt. They come from being on the team.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Find a decision in your work that had three or more valid technical answers. Trace the decision to facts that lived outside the code: budget, headcount, regulatory constraints, customer mix, deploy story. Those facts are the story.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,"The PM asked for ""a scoring system."" Three different scoring designs were equally valid. You went and watched users react to mockups before any code was written. The right design surfaced from the research.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 30-second delivery?,"> ""PM asked for 'a scoring system.' AI could have produced any of three working scorers — points-per-pick, accuracy-percentage, or playoff-style — and each was correct in isolation. They were not interchangeable for the user, though. I built three quick mockups, watched five league members react to each, and discovered the playoff-style version generated the most table conversation. We shipped that one. None of the user reactions were inferable from the prompt. They came from being in a room with humans.""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"Pillar 1 (problem framing) is the highest-altitude pillar and the most senior-coded. This story shows you operating there: you went upstream of the spec, did discovery, and let it shape the implementation.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Look for any feature where you did not start with ""implement X"" but with ""what should X be?"" Even informal user research counts: a Slack poll, a hallway conversation, a five-minute prototype shown to a teammate. Any of those replace pure prompting.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: What happened (template)?,"You needed to change behavior in a module that had been load-bearing for years. AI tried, but the change rippled through code paths it could not see. You had to step in, scope the change manually, and ship in pieces.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: Why it lands?,"This story carries Pillars 2 and 4 (context + long-horizon). It also tells the interviewer you can work safely in legacy code, which is one of the most valuable senior signals.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: How to make it your own?,"Find your equivalent legacy module. Every codebase has one. The story does not need to be dramatic — even ""I scoped down what the AI suggested because two of those files have weird history"" is enough.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 12.1. Making the AI sound dumb?,"> ""And of course the AI just made up an API that doesn't exist...""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 12.2. Making yourself sound heroic?,"> ""And I, brilliant senior engineer that I am, immediately spotted the issue...""",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 12.3. Telling stories you cannot defend?,"If your story includes ""and we used Postgres-specific extension X"", be ready for: ""Which one? Why?"" Do not tell stories whose details you cannot improvise around. Stick to your real history.",concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
In ai-interview/chapter-02-the-big-question/03-real-world-cases.md: 12.4. Making them too long?,A 30-second story stays a story. A 90-second story becomes a monologue. Cut ruthlessly. The interviewer can ask follow-ups for detail. Your job is the headline.,concept,ai-interview/chapter-02-the-big-question/03-real-world-cases.md
Complete / recall the soundbite from ai-interview/chapter-02-the-big-question/README.md: 'This is the question. Every other AI question in your interv...',This is the question. Every other AI question in your interview is a variant of this one. Master this chapter and 60% of the interview is already won.,soundbite,ai-interview/chapter-02-the-big-question/README.md
Can you list the six components of a prompt from memory?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
"For each component, can you give one good and one bad example?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Can you rewrite a vague prompt into a six-component version on the fly?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Can you deliver the section-10 senior-signaling line without notes?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Have you scored three of your own real prompts using the rubric?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'A production-grade prompt has six parts. Most engineers writ...',A production-grade prompt has six parts. Most engineers write prompts with two. This lesson is about the four parts you are skipping.,soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
"Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Uh, I think I asked it to add a loading state to a component...'","Uh, I think I asked it to add a loading state to a component.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Add a <LoadingState> component to components/ui/loading-stat...',"Add a <LoadingState> component to components/ui/loading-state.tsx. Default export. Props: label (optional, defaults to 'Loading...'), size ('sm' | 'md' | 'lg', defaults to 'md'). Render a centered spinner with the label below it.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Each one of those clauses is a real failure mode I have hit....',"Each one of those clauses is a real failure mode I have hit. The model is helpful by default — sometimes too helpful. If I do not pin down what stays the same, it will rewrite things I did not ask about. Constraints make diffs reviewable.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'The parent component is at components/predictions/Prediction...',"The parent component is at components/predictions/PredictionMatrix.tsx. Use the existing styles from lib/constants.ts (th, td, tabStyle).",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
"Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Match the structure of PlayerCard.tsx — same prop shape, sam...'","Match the structure of PlayerCard.tsx — same prop shape, same Tailwind classes, same conditional logic for badges.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Here is the existing JSX I want you to wrap......',Here is the existing JSX I want you to wrap...,soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'add a loading state to my button...',add a loading state to my button,soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Add a loading state to <PrimaryButton> in components/ui/Prim...',"Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Add a loading state to <PrimaryButton> in components/ui/Prim...',"Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it. Do not change the existing prop API. Do not add a new dependency for the spinner — use <Spinner> from the same folder.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'I think of a prompt the way I think of a function signature....',"I think of a prompt the way I think of a function signature. Verb, deliverable, constraints, context. If a prompt is missing any of those, my output will be.",soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Add a button using our standard pattern....',Add a button using our standard pattern.,soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 'Refactor this and also add tests and explain how it works an...',Refactor this and also add tests and explain how it works and update the docs.,soundbite,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: The verb library?,| If you want... | Use this verb | | -------------- | ------------- | | Code that does not exist yet | Create / Generate / Add | | Code that exists but should change | Refactor / Replace / Rewrite | | Code split into smaller code | Extract | | Understanding | Explain / Walk through | | Choices laid out | Compare / List approaches to | | A bug found | Diagnose / Trace | | A bug fixed | Patch (with the bug specified) | | Tests added | Cover / Test | | Names changed | Rename |,concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Good?,"> ""Add a <LoadingState> component to components/ui/loading-state.tsx. Default export. Props: label (optional, defaults to 'Loading...'), size ('sm' | 'md' | 'lg', defaults to 'md'). Render a centered spinner with the label below it.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: What to specify?,"- Where it lives. File path or directory. - What it is. Component / function / hook / type / config / test. - Its name. Pin the name to avoid the model inventing a verbose one. - Its API surface. Props, parameters, return type. - Its rendering or behavior. One sentence is enough.",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Examples that work?,"- ""Do not introduce new dependencies."" - ""Do not change the existing styling."" - ""Do not modify any file outside components/ui/."" - ""Do not introduce a Context — pass props."" - ""Do not generate tests in this turn — I will ask separately."" - ""Do not refactor unrelated code."" - ""Do not change the public API of useSnookerScores."" - ""Do not add comments unless I ask.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Why this matters in interviews?,Interviewers reading your prompts can tell who has been burned by AI sprawl. Constraint clauses are the scar tissue of experienced AI users. Show your scars.,concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: What NOT to include?,"- Your whole codebase. The model gets confused by noise. - Irrelevant history. ""Previously we tried X..."" → only mention if the failed attempt is informative. - Personal context. ""My PM is annoying about this..."" → the model does not need this.",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Examples?,"- ""The empty array case must render an explicit empty state — not just nothing."" - ""Negative numbers should not be possible — clamp to zero in the helper."" - ""This API call may return 404 if the league has not started — handle that explicitly."" - ""The user might have unfinished picks. Treat unfinished as a third state, not as wrong."" - ""Avoid Date.now() — use the clock parameter that is passed in for testability.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Common formats and when to use each?,"| Format | When | | ------ | ---- | | Unified diff | Refactor / patch / change to existing file | | Single complete file | Brand-new file | | List of file paths + contents | Multi-file scaffold | | Explanation prose, no code | ""Compare three approaches"" | | Step-by-step plan | Before any code is written, for big features | | Shell commands | Setup, install, scaffold tasks | | JSON block | Structured data extraction |",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: Why this matters?,"Without a format, the model picks one. Half the time it is wrong for your workflow. Specifying the format makes the output immediately usable — paste-friendly, diff-applicable, or grep-able.",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: v1 — Add the deliverable?,"> ""Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: v2 — Add constraints?,"> ""Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it. Do not change the existing prop API. Do not add a new dependency for the spinner — use <Spinner> from the same folder.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: v3 — Add failure modes?,"> ""Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it. Do not change the existing prop API. Do not add a new dependency for the spinner — use <Spinner> from the same folder. The button must remain keyboard-focusable while loading (focus ring visible) but click handlers should be no-ops. Announce the state change with aria-busy.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: v4 — Add output format?,"> ""Add a loading state to <PrimaryButton> in components/ui/PrimaryButton.tsx. When isLoading is true, show a spinner inside the button and disable it. Do not change the existing prop API. Do not add a new dependency for the spinner — use <Spinner> from the same folder. The button must remain keyboard-focusable while loading (focus ring visible) but click handlers should be no-ops. Announce the state change with aria-busy. Return a unified diff. No prose.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 13.1. Over-specifying?,"A prompt with twelve constraints, three pages of context, and seven failure modes is overkill. The model gets confused. Stop at six components, with two or three items per component.",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 13.3. Mixing modes?,"> ""Refactor this and also add tests and explain how it works and update the docs.""",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
In ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md: 13.4. Prompting before thinking?,"The fastest way to write a slow prompt is to skip the thinking step. Spend 30 seconds composing a hypothesis (""I think this should be X"") before writing the prompt. The hypothesis improves the prompt.",concept,ai-interview/chapter-03-prompt-mastery/01-anatomy-of-a-prompt.md
Can you list the 12 patterns by name without looking?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Can you fill in any one template from memory?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
"Do you know which pattern fits these situations: bug, new project, refactor, doc, decision?","Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Have you delivered the section-15 senior soundbite out loud at least once?,"Self-rate 1-5. If <4, re-read the lesson.",self-quiz check-yourself,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Twelve prompts cover ninety percent of real engineering work...',Twelve prompts cover ninety percent of real engineering work with AI. This lesson is the library. Memorize the shapes. Adapt the words.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'I want to build a [DOMAIN] app. The data is [DATA SHAPE IN O...',"I want to build a [DOMAIN] app. The data is [DATA SHAPE IN ONE PARAGRAPH]. The user can [3 TO 5 USER ACTIONS]. Do not write code yet. Confirm you understand the data and the actions, propose a tab UI, and call out anything ambiguous.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'My first prompt on a new project is always a no-code prompt....',My first prompt on a new project is always a no-code prompt. I tell the model what I think the problem is and ask it to push back. Forces ambiguities to surface in 30 seconds instead of after I have shipped the wrong thing.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Define TypeScript interfaces for [ENTITIES]. Strict mode — n...',"Define TypeScript interfaces for [ENTITIES]. Strict mode — no any, no implicit optional fields. For each interface, comment any non-obvious invariant. Use composition rather than inheritance when interfaces share fields.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Strict types up front are the cheapest tax I can pay. They m...',Strict types up front are the cheapest tax I can pay. They make every subsequent prompt easier because the model has shapes to refer to.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Write [N] pure functions that take [INPUTS] and return [OUTP...',Write [N] pure functions that take [INPUTS] and return [OUTPUTS]. No side effects. No I/O. No framework imports. Add JSDoc comments explaining each. Output as a single .ts file.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'I write the pure logic before any UI. It is the part of the ...',"I write the pure logic before any UI. It is the part of the codebase that survives every refactor, and it is trivially testable. I will not start UI work until the logic is solid.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Render the simplest possible visualization of [DATA]. Use a ...',Render the simplest possible visualization of [DATA]. Use a functional React component with explicit props typed from [TYPE FILE]. No useState. No useMemo. Inline styles. Do not extract sub-components yet.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Render a basic StandingsTab from an array of TeamWithScores....',"Render a basic StandingsTab from an array of TeamWithScores. Use a plain HTML table. No useState, no useMemo, no extracted sub-components. Show team name and total. Inline styles only — match the green/yellow palette in lib/constants.ts.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'I always start with the smallest thing that proves the data ...',I always start with the smallest thing that proves the data is real. Inline styles. No abstractions. Then I let abstractions earn their way in.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Add [ONE FEATURE] to [EXISTING COMPONENT at FILEPATH]. Do no...',"Add [ONE FEATURE] to [EXISTING COMPONENT at FILEPATH]. Do not redesign anything. Do not refactor unrelated code. If the change touches more than three files, stop and tell me which files first. Return a unified diff.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Add a per-round column to the standings table in components/...',"Add a per-round column to the standings table in components/tabs/StandingsTab.tsx. Show R1 / R2 / QF / SF / Final scores. Do not redesign the table. Do not extract sub-components. If this touches more than three files, stop and tell me. Diff format.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'This is the most useful prompt in my library. The 'do not re...',This is the most useful prompt in my library. The 'do not redesign' clause and the 'stop if more than three files' clause are scar tissue from the times the AI helpfully rewrote my whole module.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Refactor [CURRENT FILE] into an [TARGET PATTERN]. Move only ...',Refactor [CURRENT FILE] into an [TARGET PATTERN]. Move only [WHAT MOVES]. Do not change behavior. Do not change the public API of [PUBLIC SURFACE]. Keep all styling identical. Add no new dependencies.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Refactor components/SnookerFantasyLeague.tsx into an orchest...',Refactor components/SnookerFantasyLeague.tsx into an orchestrator pattern. The orchestrator owns activeTab and selectedTeam with useState. Tab components receive props. Do not change behavior. Do not change styling. Tests must continue to pass.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Refactors are the prompts where I am strictest about constra...',"Refactors are the prompts where I am strictest about constraints. Behavior must not change. Styling must not change. Public API must not change. Without those clauses, the AI helpfully 'improves' things and the diff becomes unreviewable.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'Bug: [SPECIFIC OBSERVED BEHAVIOR]. Expected: [SPECIFIC EXPEC...',Bug: [SPECIFIC OBSERVED BEHAVIOR]. Expected: [SPECIFIC EXPECTED BEHAVIOR]. Reproducer: [STEPS]. Hypothesis: [YOUR GUESS]. Confirm or refute the hypothesis. Then patch the smallest part of the code that fixes it. Do not change tests.,soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
Complete / recall the soundbite from ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md: 'I always include my own hypothesis when debugging with AI. E...',"I always include my own hypothesis when debugging with AI. Even a wrong hypothesis is useful — it gives the model something to confirm or refute. Without it, the model guesses, and guessing is what got me into the bug.",soundbite,ai-interview/chapter-03-prompt-mastery/02-the-twelve-patterns.md
